Geographic Area,City,percent_completed_hs,poverty_rate
PA,Mertztown CDP,77,11.3
PA,Meshoppen borough,75.2,23.7
PA,Messiah College CDP,100,0
PA,Mexico CDP,81.3,14.6
PA,Meyersdale borough,82.7,15.8
PA,Middleburg borough,84.2,21.2
PA,Middleport borough,84.6,6.3
PA,Middletown borough,87.2,15.8
PA,Middletown CDP,89.5,4.1
PA,Midland borough,77.9,36.9
PA,Midway CDP,90.4,5.1
PA,Midway borough,89.7,14.6
PA,Mifflin borough,79.4,13.3
PA,Mifflinburg borough,88.3,12.9
PA,Mifflintown borough,84.1,15.5
PA,Mifflinville CDP,86.5,10.2
PA,Milesburg borough,91.9,22.7
PA,Milford borough,93.4,8.8
PA,Milford Square CDP,100,0
PA,Millbourne borough,78.7,29.1
PA,Mill Creek borough,81.4,15.5
PA,Millersburg borough,81.6,9.9
PA,Millerstown borough,95,11.5
PA,Millersville borough,92.3,22
PA,Millerton CDP,92.5,11.5
PA,Mill Hall borough,87.5,14.5
PA,Millheim borough,89.4,5
PA,Millsboro CDP,96.2,23.6
PA,Millvale borough,88.9,26.1
PA,Mill Village borough,94.9,17.1
PA,Millville borough,85.7,14.9
PA,Millwood CDP,65.1,40.2
PA,Milroy CDP,84.9,11.6
PA,Milton borough,83.4,16.9
PA,Minersville borough,82.6,16.8
PA,Mingoville CDP,100,5.2
PA,Mocanaqua CDP,85.5,18.2
PA,Modena borough,66.5,25.4
PA,Mohnton borough,92.4,8.1
PA,Mohrsville CDP,86.4,8.6
PA,Monaca borough,90.9,11.2
PA,Monessen city,90,17.8
PA,Monongahela city,89,17.9
PA,Monroe borough,95.8,12.5
PA,Monroeville municipality,94.4,8.1
PA,Mont Alto borough,89.4,11.3
PA,Montandon CDP,85.8,22.9
PA,Montgomery borough,91.1,12.4
PA,Montgomeryville CDP,97.3,5.2
PA,Montoursville borough,93.9,7.2
PA,Montrose borough,95.2,10.3
PA,Montrose Manor CDP,92.2,12.2
PA,Monument CDP,78.6,9.3
PA,Moosic borough,86.9,10.2
PA,Morgantown CDP,80.2,0.6
PA,Morrisdale CDP,77.2,9.3
PA,Morrisville borough,91.5,7
PA,Morrisville CDP,93.6,8.6
PA,Morton borough,89.7,8.2
PA,Moscow borough,95.5,7.3
PA,Moshannon CDP,83.2,13
PA,Mount Aetna CDP,75.8,0
PA,Mountainhome CDP,89.3,27.8
PA,Mountain Top CDP,95.9,5.1
PA,Mount Carbon borough,94.7,4.5
PA,Mount Carmel borough,85.8,18.1
PA,Mount Cobb CDP,91.6,8
PA,Mount Eagle CDP,96.7,2.7
PA,Mount Gretna borough,99.1,0
PA,Mount Gretna Heights CDP,100,17.5
PA,Mount Holly Springs borough,88.6,7.2
PA,Mount Jewett borough,87.4,21.2
PA,Mount Joy borough,91.4,11.1
PA,Mount Morris CDP,87.5,4.7
PA,Mount Oliver borough,79.7,36.6
PA,Mount Penn borough,90.8,11.2
PA,Mount Pleasant borough,91.4,15.2
PA,Mount Pleasant Mills CDP,88.9,9.3
PA,Mount Pocono borough,86.8,13.5
PA,Mount Union borough,87.7,30.3
PA,Mountville borough,92.6,6.5
PA,Mount Wolf borough,86.7,7.8
PA,Muhlenberg Park CDP,87.9,6.3
PA,Muir CDP,92.6,1
PA,Muncy borough,90.3,9.7
PA,Mundys Corner CDP,93.7,12.4
PA,Munhall borough,93,8.7
PA,Murrysville municipality,96.5,4.5
PA,Muse CDP,93.7,1.9
PA,Myerstown borough,90.2,7.3
PA,Nanticoke city,88.1,23.8
PA,Nanty-Glo borough,83.4,18.8
PA,Naomi CDP,59.4,40.6
PA,Narberth borough,97.7,4.1
PA,Nazareth borough,88.3,8.2
PA,Needmore CDP,71.1,0
PA,Nemacolin CDP,87.4,8.7
PA,Nescopeck borough,86.9,16.2
PA,Nesquehoning borough,86.8,19.2
PA,New Albany borough,89,30.8
PA,New Alexandria borough,96.4,0.9
PA,New Baltimore borough,93.9,4.2
PA,New Beaver borough,90.1,11.8
PA,New Bedford CDP,94.6,3.9
PA,New Berlin borough,93.3,9.5
PA,New Berlinville CDP,93.4,2.5
PA,New Bethlehem borough,85.2,18.5
PA,New Brighton borough,89.6,18.6
PA,New Britain borough,97.1,6.9
PA,New Buffalo borough,71.6,8.1
PA,Newburg borough (Clearfield County),61.3,10.1
PA,Newburg borough (Cumberland County),91.9,4.3
PA,New Castle city,86.2,28
PA,New Castle Northwest CDP,91.8,9.9
PA,New Centerville borough,83.7,5.6
PA,New Columbia CDP,91.3,13
PA,New Columbus borough,93.8,25.3
PA,New Cumberland borough,92.5,7.6
PA,New Eagle borough,87.4,13.2
PA,Newell borough,89.9,14.3
PA,New Florence borough,82.2,15.1
PA,New Freedom borough,93.8,2.6
PA,New Freeport CDP,68.5,35.7
PA,New Galilee borough,86.4,23.1
PA,New Holland borough,86,5.6
PA,New Hope borough,99.1,4
PA,New Jerusalem CDP,81.8,2.2
PA,New Kensington city,88.7,23.3
PA,New Kingstown CDP,100,7.9
PA,New Lebanon borough,87.6,12
PA,Newmanstown CDP,78.3,16.3
PA,New Market CDP,79.7,4.2
PA,New Milford borough,87.1,19.9
PA,New Morgan borough,58.3,0
PA,New Oxford borough,82,21
PA,New Paris borough,94.7,17.6
PA,New Philadelphia borough,87.2,10.4
PA,Newport borough,88.8,25.5
PA,New Ringgold borough,82.9,11.8
PA,Newry borough,84.3,22.1
PA,New Salem CDP,93.5,2.2
PA,New Salem borough,86.5,4.3
PA,New Schaefferstown CDP,88,20.1
PA,New Stanton borough,96.1,13.2
PA,Newton Hamilton borough,81.6,46.2
PA,Newtown borough,99.2,3.6
PA,Newtown CDP,84,8.9
PA,Newtown Grant CDP,98.3,3.2
PA,New Tripoli CDP,99.1,8.5
PA,Newville borough,83.3,14.3
PA,New Washington borough,81.1,26.5
PA,New Wilmington borough,93.2,11.4
PA,Nicholson borough,89.1,16.4
PA,Nittany CDP,85.4,14.3
PA,Nixon CDP,95.6,4.5
PA,Noblestown CDP,100,11.7
PA,Norristown borough,82.6,23.2
PA,Northampton borough,87.3,9.3
PA,North Apollo borough,86.8,14.6
PA,North Belle Vernon borough,94.4,15.7
PA,North Braddock borough,86.4,30.7
PA,North Catasauqua borough,92.7,5.5
PA,North Charleroi borough,86.2,16
PA,North East borough,89.5,18
PA,Northern Cambria borough,89.5,13.8
PA,North Irwin borough,92.5,8.6
PA,North Philipsburg CDP,88.9,17.3
PA,Northumberland borough,90,8.4
PA,North Vandergrift CDP,93.5,16.2
PA,North Wales borough,96,8.5
PA,North Warren CDP,85.4,1.5
PA,Northwest Harborcreek CDP,92.5,5.9
PA,Northwood CDP,93.5,8.3
PA,North York borough,85,18.3
PA,Norvelt CDP,96.6,0.9
PA,Norwood borough,92.2,7.4
PA,Noxen CDP,87.7,10.3
PA,Nuangola borough,94,4.9
PA,Numidia CDP,94,1.8
PA,Nuremberg CDP,82.2,17.5
PA,Oakdale borough,90.9,8.2
PA,Oak Hills CDP,95.7,14.9
PA,Oakland CDP (Cambria County),90.7,6.7
PA,Oakland CDP (Lawrence County),77.5,26.6
PA,Oakland borough,88.1,18.2
PA,Oakmont borough,93.9,6.1
PA,Oakwood CDP,82.8,11.3
PA,Oberlin CDP,89.1,0
PA,Ohiopyle borough,80,6.1
PA,Ohioville borough,92.6,7.9
PA,Oil City city,90.2,26.2
PA,Oklahoma CDP,80.5,26.8
PA,Oklahoma borough,92.8,9.8
PA,Old Forge borough,91.1,13.6
PA,Old Orchard CDP,91.9,5.8
PA,Oley CDP,92.7,1.7
PA,Oliver CDP,81.1,19.5
PA,Olyphant borough,92.5,17.6
PA,Oneida CDP,85.1,20
PA,Orangeville borough,85.1,3.8
PA,Orbisonia borough,86.3,16.7
PA,Orchard Hills CDP,88,16.5
PA,Oreland CDP,94.7,5.9
PA,Orrstown borough,79.3,15.1
PA,Orrtanna CDP,92.8,6.8
PA,Orviston CDP,75.9,16.9
PA,Orwigsburg borough,89.4,5
PA,Orwin CDP,82.5,11.3
PA,Osceola Mills borough,91.1,19.4
PA,Oswayo borough,83.5,20.1
PA,Oval CDP,90.8,1.9
PA,Oxford borough,78,27.4
PA,Paint borough,84.8,6.6
PA,Palmdale CDP,87.6,8.8
PA,Palmer Heights CDP,96.9,4.9
PA,Palmerton borough,77.4,10.5
PA,Palmyra borough,90.9,8.5
PA,Palo Alto borough,82.5,10.4
PA,Paoli CDP,95.1,10.9
PA,Paradise CDP,83.5,2
PA,Pardeesville CDP,65.2,2.2
PA,Paris CDP,88.4,6.8
PA,Park Crest CDP,92.7,6.7
PA,Parker city,84,11.2
PA,Parkesburg borough,88.5,3.4
PA,Park Forest Village CDP,96.4,26.1
PA,Parkside borough,93.5,14.4
PA,Parkville CDP,88.2,9.4
PA,Parryville borough,86,9.8
PA,Patterson Heights borough,98,5.7
PA,Patton borough,88.7,11.2
PA,Paxtang borough,94.8,5.1
PA,Paxtonia CDP,93.7,8.7
PA,Paxtonville CDP,93.5,5.7
PA,Pen Argyl borough,85.3,9.8
PA,Penbrook borough,89.5,27.6
PA,Pen Mar CDP,94,13.9
PA,Penn borough,93.4,16.9
PA,Penndel borough,94.3,17.5
PA,Penn Estates CDP,89.5,18.3
PA,Penn Lake Park borough,92.9,8.9
PA,Pennsburg borough,89.9,8.6
PA,Pennsbury Village borough,97.4,11.8
PA,Penns Creek CDP,88.6,10.7
PA,Pennside CDP,86.9,17.3
PA,Penn State Erie (Behrend) CDP,100,-
PA,Pennville CDP,91.6,1.6
PA,Pennwyn CDP,88.6,4.4
PA,Penn Wynne CDP,98.7,3.8
PA,Penryn CDP,89.4,0
PA,Perkasie borough,94.3,8.1
PA,Perryopolis borough,89.9,7.7
PA,Petersburg borough,89.2,16.4
PA,Petrolia borough,90.1,22.9
PA,Philadelphia city,82,26.4
PA,Philipsburg borough,90.4,18.8
PA,Phoenixville borough,92.1,9.2
PA,Picture Rocks borough,94.2,4.3
PA,Pikes Creek CDP,92.6,20.6
PA,Pillow borough,82.4,21.4
PA,Pine Glen CDP,90.3,2.8
PA,Pine Grove borough,86.4,11.3
PA,Pine Grove Mills CDP,100,3.3
PA,Pine Ridge CDP,79,18.9
PA,Pitcairn borough,93.1,18.4
PA,Pittsburgh city,91.4,22.9
PA,Pittston city,88.8,19.5
PA,Plainfield CDP,100,4.4
PA,Plains CDP,92.7,11.1
PA,Platea borough,86.8,19.6
PA,Pleasant Gap CDP,96.2,6.7
PA,Pleasant Hill CDP,91.3,22.4
PA,Pleasant Hills borough,97,5.6
PA,Pleasant View CDP,93.2,6.6
PA,Pleasantville borough (Bedford County),91,23.3
PA,Pleasantville borough (Venango County),93.1,17.9
PA,Plum borough,94.3,4.4
PA,Plumsteadville CDP,98.9,4.6
PA,Plumville borough,83.6,16.8
PA,Plymouth borough,89,23.1
PA,Plymouth Meeting CDP,96.8,4.7
PA,Plymptonville CDP,84.6,9.6
PA,Pocono Mountain Lake Estates CDP,93.7,22.3
PA,Pocono Pines CDP,96.6,2.4
PA,Pocono Ranch Lands CDP,88.3,9.2
PA,Pocono Springs CDP,92.2,7.4
PA,Pocono Woodland Lakes CDP,96.2,1.9
PA,Point Marion borough,82.4,20.1
PA,Polk borough,56.6,33
PA,Pomeroy CDP,74.6,8.2
PA,Portage borough,87.1,18.5
PA,Port Allegany borough,91.8,17.4
PA,Port Carbon borough,88.1,10.7
PA,Port Clinton borough,81.5,2.9
PA,Portersville borough,98,11.6
PA,Portland borough,94,21.6
PA,Port Matilda borough,97.6,9
PA,Port Royal borough,86,15.3
PA,Port Trevorton CDP,75.7,14.1
PA,Port Vue borough,91,10.6
PA,Potlicker Flats CDP,87.1,0
PA,Pottsgrove CDP,91.6,6.5
PA,Pottstown borough,84,21.7
PA,Pottsville city,87,18.2
PA,Pringle borough,90.6,19.6
PA,Progress CDP,92.7,8.3
PA,Prompton borough,89.4,14.2
PA,Prospect borough,92.5,13
PA,Prospect Park CDP,94.2,1.5
PA,Prospect Park borough,91.8,9.7
PA,Punxsutawney borough,85.6,17.8
PA,Pymatuning Central CDP,88,12
PA,Pymatuning North CDP,85,17.2
PA,Pymatuning South CDP,88,22.5
PA,Quakertown borough,87.6,12.4
PA,Quarryville borough,89,9.8
PA,Queens Gate CDP,90.9,13.2
PA,Quentin CDP,98.2,13.1
PA,Railroad borough,83.2,14.9
PA,Rainsburg borough,86.1,19.6
PA,Ramblewood CDP,100,10.4
PA,Ramey borough,88.4,13.4
PA,Rankin borough,82.1,42.9
PA,Ranshaw CDP,75.6,7.7
PA,Raubsville CDP,95,0
PA,Rauchtown CDP,88.1,7
PA,Ravine CDP,91.3,0
PA,Reading city,65.1,39.6
PA,Reamstown CDP,91.6,19.4
PA,Rebersburg CDP,93.3,17.6
PA,Red Hill borough,90.4,4.9
PA,Red Lion borough,83.5,11.3
PA,Reedsville CDP,84.6,20
PA,Refton CDP,77.6,18.3
PA,Rehrersburg CDP,70.9,25.2
PA,Reiffton CDP,95.5,3.7
PA,Reinerton CDP,82.3,10.8
PA,Reinholds CDP,96,9.1
PA,Rennerdale CDP,97.2,0
PA,Renningers CDP,90.9,0
PA,Renovo borough,82.8,37.1
PA,Republic CDP,89,21.7
PA,Revloc CDP,83.1,23.6
PA,Rew CDP,86,10.4
PA,Reynolds Heights CDP,84.2,33.4
PA,Reynoldsville borough,92,19.5
PA,Rheems CDP,98,2.4
PA,Rices Landing borough,87.9,9.4
PA,Riceville CDP,85,15.3
PA,Richboro CDP,95.3,1.1
PA,Richfield CDP,80.5,5.4
PA,Richland borough,85.3,9.1
PA,Richlandtown borough,94.5,9.2
PA,Ridgway borough,93.8,10
PA,Ridley Park borough,92.5,7.4
PA,Riegelsville borough,93.4,6.4
PA,Rimersburg borough,84.1,30.5
PA,Ringtown borough,93.7,11.8
PA,Riverside CDP,93.8,11.3
PA,Riverside borough,92.7,4.9
PA,Riverview Park CDP,92.6,2.7
PA,Roaring Spring borough,90.7,11.4
PA,Robesonia borough,90.1,7.2
PA,Robinson CDP,90.8,10.1
PA,Rochester borough,87.7,24.3
PA,Rockhill borough,87.6,6.7
PA,Rockledge borough,93.2,6.4
PA,Rockwood borough,86.3,15.2
PA,Rogersville CDP,82.3,9.3
PA,Rohrsburg CDP,91.3,5.3
PA,Rome borough,88.1,19.7
PA,Ronco CDP,51.7,51.7
PA,Ronks CDP,86.8,0
PA,Roscoe borough,93.2,13.7
PA,Roseto borough,88.7,7.8
PA,Rose Valley borough,97.8,3.3
PA,Roseville borough,94.3,15.7
PA,Rossiter CDP,88.2,25.4
PA,Rosslyn Farms borough,100,3.2
PA,Rote CDP,90.8,15.4
PA,Rothsville CDP,91.2,3.7
PA,Roulette CDP,94.6,29.5
PA,Rouseville borough,88.9,19.7
PA,Rouzerville CDP,92.7,0.5
PA,Rowes Run CDP,86.2,4.6
PA,Royalton borough,91.9,15.1
PA,Royersford borough,93.7,13.7
PA,Rupert CDP,94.9,5
PA,Rural Valley borough,90.9,14.5
PA,Russell CDP,93.1,6.8
PA,Russellton CDP,88.8,9
PA,Rutherford CDP,89,12.2
PA,Rutledge borough,98,10.1
PA,Saegertown borough,84.5,3.6
PA,St. Clair borough,85.7,16.1
PA,St. Clairsville borough,90.9,5.4
PA,St. Lawrence borough,92.1,7.2
PA,St. Marys city,91.3,7.6
PA,St. Michael CDP,73.2,6.9
PA,St. Petersburg borough,81.4,10.4
PA,St. Vincent College CDP,65.8,65.8
PA,Salisbury borough,89.4,9.9
PA,Salix CDP,91.2,8.5
PA,Salladasburg borough,90.7,21.4
PA,Saltillo borough,90.6,13.8
PA,Saltsburg borough,90.6,20.3
PA,Salunga CDP,94.3,1.1
PA,Sanatoga CDP,93.5,6.3
PA,Sand Hill CDP,93.2,7.2
PA,Sandy CDP,91.4,12.9
PA,Sandy Lake borough,90.9,11.4
PA,Sandy Ridge CDP,76.6,0
PA,Sankertown borough,88.9,15.3
PA,Saw Creek CDP,83.5,15.4
PA,Saxonburg borough,90.7,9.2
PA,Saxton borough,85.9,33.5
PA,Saylorsburg CDP,93.6,0
PA,Sayre borough,88.4,10.7
PA,Scalp Level borough,81,18.4
PA,Schaefferstown CDP,75.3,0.6
PA,Schellsburg borough,92.6,8
PA,Schlusser CDP,92.8,6.8
PA,Schnecksville CDP,95.1,1.3
PA,Schoeneck CDP,72.9,0
PA,Schubert CDP,69.2,0
PA,Schuylkill Haven borough,86.3,14.4
PA,Schwenksville borough,94.6,11.3
PA,Scotland CDP,91.8,8.8
PA,Scottdale borough,94.4,12.5
PA,Scranton city,85.3,22.1
PA,Selinsgrove borough,89,15.7
PA,Sellersville borough,94,5.7
PA,Seltzer CDP,86.9,8.6
PA,Seneca CDP,95.4,0.9
PA,Seven Fields borough,98.7,1
PA,Seven Springs borough,100,0
PA,Seven Valleys borough,80.3,12.6
PA,Seward borough,75.2,12.9
PA,Sewickley borough,97.4,6.6
PA,Sewickley Heights borough,99,1.7
PA,Sewickley Hills borough,98.1,4.4
PA,Shade Gap borough,58.4,42.1
PA,Shamokin city,83.3,24
PA,Shamokin Dam borough,90.7,10
PA,Shanksville borough,97.5,4.6
PA,Shanor-Northvue CDP,94.7,5.8
PA,Sharon city,86.5,24.5
PA,Sharon Hill borough,92.6,13.1
PA,Sharpsburg borough,86.6,27.2
PA,Sharpsville borough,95.3,13.9
PA,Shartlesville CDP,87.9,7.9
PA,Shavertown CDP,98.1,14.3
PA,Sheakleyville borough,79.8,30.9
PA,Sheatown CDP,87.8,13.6
PA,Sheffield CDP,89.3,21
PA,Shelocta borough,92.5,16.6
PA,Shenandoah borough,73.5,32.7
PA,Shenandoah Heights CDP,100,8.9
PA,Sheppton CDP,87.8,31.8
PA,Shickshinny borough,82.5,18.8
PA,Shillington borough,89.7,8.2
PA,Shiloh CDP,90.1,7.6
PA,Shinglehouse borough,85.8,22.6
PA,Shippensburg borough,85,27.2
PA,Shippensburg University CDP,100,87.8
PA,Shippenville borough,95.7,7.4
PA,Shippingport borough,78,18.8
PA,Shiremanstown borough,94.9,6
PA,Shirleysburg borough,83.9,18
PA,Shoemakersville borough,88.4,7.5
PA,Shrewsbury borough,90.1,3.5
PA,Sidman CDP,95.9,3.1
PA,Sierra View CDP,94.2,8.4
PA,Siglerville CDP,71.6,0
PA,Silkworth CDP,87.7,3.6
PA,Silverdale borough,97.7,2.7
PA,Simpson CDP,91.6,14.6
PA,Sinking Spring borough,94.5,10
PA,Skippack CDP,96.6,0.8
PA,Skyline View CDP,97.9,3
PA,Slabtown CDP,81.1,11.3
PA,Slatedale CDP,89.7,10.6
PA,Slatington borough,89.4,13.1
PA,Slickville CDP,93.1,1.6
PA,Sligo borough,91.6,12.3
PA,Slippery Rock borough,89.9,34
PA,Slippery Rock University CDP,87.5,0
PA,Slovan CDP,75,10.8
PA,Smethport borough,90.4,18.6
PA,Smicksburg borough,86.7,2.4
PA,Smithfield borough,90.3,17.9
PA,Smithton borough,90.6,16.6
PA,Smock CDP,91.8,10.7
PA,Smoketown CDP,44,7.8
PA,Snow Shoe borough,93.7,14
PA,S.N.P.J. borough,71.4,0
PA,Snydertown CDP,100,12
PA,Snydertown borough,97.6,1.8
PA,Somerset borough,88.7,23.9
PA,Soudersburg CDP,100,3.4
PA,Souderton borough,89.2,4.9
PA,South Bethlehem borough,83.4,13.2
PA,South Coatesville borough,92.4,19.3
PA,South Connellsville borough,88.7,12.4
PA,South Fork borough,86.6,16.5
PA,South Greensburg borough,92.5,8.3
PA,South Heights borough,89.8,12.6
PA,Southmont borough,98.1,6.6
PA,South New Castle borough,89.2,17.3
PA,South Park Township CDP,96.6,8.1
PA,South Philipsburg CDP,86.7,14.6
PA,South Pottstown CDP,87.7,6.3
PA,South Renovo borough,84.3,13
PA,South Temple CDP,88.2,9.7
PA,South Uniontown CDP,89.7,7
PA,Southview CDP,75.7,10
PA,South Waverly borough,92.1,7.9
PA,Southwest Greensburg borough,97.3,14
PA,South Williamsport borough,93,14
PA,Spartansburg borough,88.6,10
PA,Speers borough,96.7,14.2
PA,Spinnerstown CDP,93.5,10.2
PA,Springboro borough,86.2,24
PA,Spring City borough,90.9,3.7
PA,Springdale borough,92.9,14.5
PA,Spring Grove borough,93.7,9.1
PA,Spring Hill CDP,94.4,19.3
PA,Spring House CDP,98.2,10.7
PA,Spring Mills CDP,92.8,14.2
PA,Springmont CDP,99.5,7.6
PA,Spring Mount CDP,95.2,2.3
PA,Spring Ridge CDP,100,0
PA,Spry CDP,93.6,8.6
PA,Starbrick CDP,91.3,13.3
PA,Star Junction CDP,90.6,8.1
PA,Starrucca borough,84.8,26.3
PA,State College borough,97.3,47.3
PA,State Line CDP,85,8.2
PA,Steelton borough,89.7,24.8
PA,Stevens CDP,75.8,1.9
PA,Stewartstown borough,89.4,15.1
PA,Stiles CDP,91.2,0
PA,Stillwater borough,90.8,6.5
PA,Stockdale borough,87.1,8.5
PA,Stockertown borough,91.9,6.1
PA,Stoneboro borough,93.6,10.3
PA,Stonerstown CDP,94.1,4
PA,Stonybrook CDP,93.2,1.9
PA,Stony Creek Mills CDP,71.3,16.6
PA,Stormstown CDP,98.2,3.5
PA,Stouchsburg CDP,76.9,19.9
PA,Stowe CDP,85.1,15.2
PA,Stoystown borough,94,3.5
PA,Strasburg borough,92.8,3.5
PA,Strattanville borough,88.7,21.9
PA,Strausstown borough,82.4,10.2
PA,Strodes Mills CDP,95.1,7.1
PA,Strong CDP,100,0
PA,Stroudsburg borough,83.4,34.7
PA,Sturgeon CDP,95.9,1.3
PA,Sugarcreek borough,91.6,13.1
PA,Sugar Grove borough,92.9,4
PA,Sugar Notch borough,89.2,16.2
PA,Summerhill borough,95.4,2.7
PA,Summerville borough,91.6,15.5
PA,Summit Hill borough,91.1,7.9
PA,Summit Station CDP,92.6,0
PA,Sunbury city,78.2,23.2
PA,Sunrise Lake CDP,92.7,6.4
PA,Sun Valley CDP,92.6,4.4
PA,Susquehanna Depot borough,81.9,30.5
PA,Susquehanna Trails CDP,82.9,10.9
PA,Sutersville borough,86.3,26.6
PA,Swarthmore borough,97.4,2.3
PA,Swartzville CDP,89.7,8.7
PA,Sweden Valley CDP,92.5,1.5
PA,Swissvale borough,94.2,19.8
PA,Swoyersville borough,91.7,10
PA,Sykesville borough,87,23.7
PA,Sylvania borough,91.3,10.7
PA,Table Rock CDP,70.6,0
PA,Tamaqua borough,83.8,21.2
PA,Tarentum borough,91.1,17.5
PA,Tatamy borough,96.5,1.5
PA,Taylor borough,88.8,14.8
PA,Taylorstown CDP,94.2,2.6
PA,Telford borough,86.5,11.1
PA,Temple CDP,88,5.6
PA,Templeton CDP,82.2,15.5
PA,Terre Hill borough,76.7,6.3
PA,Tharptown (Uniontown) CDP,85.6,8.3
PA,The Hideout CDP,95.5,4.5
PA,Thompson borough,79.9,21.9
PA,Thompsontown borough,82.9,14.6
PA,Thompsonville CDP,94.6,3.5
PA,Thornburg borough,99.2,0.4
PA,Thorndale CDP,94.1,2.9
PA,Three Springs borough,86.9,8.6
PA,Throop borough,92.5,14.7
PA,Tidioute borough,92.3,13.4
PA,Timber Hills CDP,87.6,0
PA,Timblin borough,89.6,29.5
PA,Tioga borough,76.6,20.4
PA,Tionesta borough,89.2,8.7
PA,Tipton CDP,98,0
PA,Titusville city,85.8,31.2
PA,Toftrees CDP,99.8,23.2
PA,Topton borough,93.7,4.8
PA,Toughkenamon CDP,73.6,16.2
PA,Towamensing Trails CDP,96.9,6.5
PA,Towanda borough,87,19.4
PA,Tower City borough,87.2,10.8
PA,Townville borough,91.8,10.3
PA,Trafford borough,94,14.1
PA,Trainer borough,85.7,21.4
PA,Trappe borough,95.3,9.4
PA,Treasure Lake CDP,97.3,4.3
PA,Tremont borough,76.9,21.9
PA,Tresckow CDP,95.9,7.3
PA,Trevorton CDP,86.8,11
PA,Trevose CDP,86.2,1
PA,Trexlertown CDP,94.8,5.2
PA,Trooper CDP,91.7,2.1
PA,Troutville borough,91.4,7.5
PA,Troxelville CDP,73.5,2.8
PA,Troy borough,83.5,22.3
PA,Trucksville CDP,96.2,10
PA,Trumbauersville borough,93.1,5
PA,Tullytown borough,91.2,10.3
PA,Tunkhannock borough,91,14
PA,Tunnelhill borough,93.2,11.7
PA,Turbotville borough,91.9,6.6
PA,Turtle Creek borough,94.4,22
PA,Tuscarora CDP,85.3,21.6
PA,Twilight borough,95.5,17.4
PA,Tyler Run CDP,96.4,5.9
PA,Tylersburg CDP,84.4,6.1
PA,Tyrone borough,90.5,20.1
PA,Ulysses borough,83.3,36.9
PA,Union City borough,88.1,17.4
PA,Union Dale borough,98.6,13.5
PA,Union Deposit CDP,79.9,13.2
PA,Uniontown city,83.6,29.4
PA,Unionville CDP,88.5,14.8
PA,Unionville borough,88.3,9.2
PA,University of Pittsburgh Johnstown CDP,100,-
PA,Upland borough,74.4,21.4
PA,Upper Exeter CDP,91,3.7
PA,Upper St. Clair CDP,99,2.8
PA,Ursina borough,78.2,18.8
PA,Utica borough,84.3,20.5
PA,Valencia borough,94.2,7.5
PA,Valley Green CDP,94.2,9.9
PA,Valley-Hi borough,33.3,66.7
PA,Valley View CDP (Schuylkill County),89.6,8.7
PA,Valley View CDP (York County),93.1,6
PA,Vanderbilt borough,82.7,13.4
PA,Vandergrift borough,88.9,20.8
PA,Vandling borough,90.3,12.7
PA,Van Voorhis CDP,86.6,7.3
PA,Venango borough,86.9,10.9
PA,Verona borough,94.8,19.6
PA,Versailles borough,88.2,18.3
PA,Vicksburg CDP,69.5,0
PA,Village Green-Green Ridge CDP,92.4,1.2
PA,Village Shires CDP,94.7,5.7
PA,Vinco CDP,88.1,1.9
PA,Vintondale borough,69.7,21.3
PA,Virginville CDP,89.6,6.1
PA,Volant borough,96.3,14
PA,Vowinckel CDP,95.4,7.3
PA,Wagner CDP,84.8,0
PA,Wakefield CDP,64.3,5.7
PA,Wall borough,86.2,17
PA,Wallaceton borough,80.4,13.3
PA,Wallenpaupack Lake Estates CDP,93.6,14.8
PA,Waller CDP,84.8,1.9
PA,Walnutport borough,91.1,7.5
PA,Walnuttown CDP,67,20
PA,Wampum borough,88.2,8.9
PA,Wanamie CDP,90.7,4.4
PA,Warminster Heights CDP,66.3,18.1
PA,Warren city,91.4,14.3
PA,Warrior Run borough,91.6,11.8
PA,Washington city,85.4,23.6
PA,Washington Boro CDP,89,2
PA,Washingtonville borough,77.2,24.1
PA,Waterford borough,93.3,9
PA,Watsontown borough,90.2,7.6
PA,Wattsburg borough,89.8,8.9
PA,Waverly CDP,100,0
PA,Waymart borough,83.8,21.9
PA,Wayne Heights CDP,95,5.1
PA,Waynesboro borough,85.2,19.4
PA,Waynesburg borough,92.3,24.6
PA,Weatherly borough,91.3,10.8
PA,Webster CDP,87.3,26.1
PA,Weedville CDP,88.1,11.5
PA,Weigelstown CDP,89.9,5.5
PA,Weissport borough,77.6,25.7
PA,Weissport East CDP,90.5,12.5
PA,Wellersburg borough,87.7,4.7
PA,Wellsboro borough,94.6,13.1
PA,Wellsville borough,86.9,10.1
PA,Wernersville borough,89.7,12.8
PA,Wescosville CDP,94.8,5
PA,Wesleyville borough,91.6,12.5
PA,West Alexander CDP,95.8,23
PA,West Brownsville borough,92.1,9.2
PA,West Chester borough,91.3,26.2
PA,West Conshohocken borough,95.5,8.1
PA,West Decatur CDP,85.6,5.8
PA,West Easton borough,85.5,14.4
PA,West Elizabeth borough,92.7,19.6
PA,West Fairview CDP,86.7,10
PA,West Falls CDP,93.3,3.5
PA,Westfield borough,78.1,24.4
PA,West Grove borough,82.5,3.1
PA,West Hamburg CDP,83.3,20.3
PA,West Hazleton borough,71.8,13.6
PA,West Hills CDP,96.1,13.4
PA,West Homestead borough,95.2,9
PA,West Kittanning borough,93.8,5.6
PA,Westland CDP,100,0
PA,West Lawn CDP,90.9,8
